reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
gp:AOqpTOEWJs4ufcsE87i5RK69huTOqRmCGnACFXI1kZwDNoifUNVqFiq7Ak2xH8kAebShRz5yKVuPho9gJrQSChs,Razi Qazi,https://play-lh.googleusercontent.com/a/AATXAJwgkP5fc1z9GaBz7G74YSupTlvD-eLfv17WsKxA=mo,Excellent,1,0,,2022-03-27 11:47:09,,
gp:AOqpTOHsq1xzw4pLU3o9jI-QbQFjz3tjPNAv8irriOe5oQHeQIFMgPR9wR7s4B_WqIVjzq8mJsCTQKXfKBCZsVo,Do It Yourself,https://play-lh.googleusercontent.com/a-/AOh14GgzvcuZexetV79gav2wzW7S8Rxb1VcdTkOMcv4YRQ,Awesome. Price dropped! Go waste your time!,5,0,,2022-03-27 11:46:02,,
gp:AOqpTOHDXnds8quurpYrvVTTx-bEagz9an2NhNJfDRpLfAU0MGEarJ3EZo_Y9YHKpNyoMhzRoCOsACJ54EVl_4Q,Carmen Rivera,https://play-lh.googleusercontent.com/a-/AOh14GjzN0faH62b_5UD00xZKvh9RNLsJCQSdGW6KQKawTk,Excellent,5,0,8.22.1 build 22 40193,2022-03-27 11:45:34,,
gp:AOqpTOEEdUB-d-F0xcslRntfA8MjgXhtI3ewhjj7DemJlLGXY4Z1ZPjt68r8cxoZWVvNVS41eYxb1jpzX_jXmto,Gerald Eguaroje,https://play-lh.googleusercontent.com/a-/AOh14GgXtaYgr_jr3sb38VqS6XMA1roQy8U31wxL6wQrzw,Nice very nice 👍,5,0,8.22.1 build 22 40193,2022-03-27 11:42:11,,
gp:AOqpTOFGqy5apeSRDRWZDBUWUCSBJ25mZJBwqMZIa39kDH-Ll9y9j1E6jwWJmNw2ku1qeFRx7peWkrim2ag_1g8,sebahat,https://play-lh.googleusercontent.com/a/AATXAJwgQH--mxHHoe4MI-2EhSYBdDnzhGGUEk4qxKpt=mo,It is amazing but i would have been more happy if they added other movies that are not on Netflix.,5,0,8.22.1 build 22 40193,2022-03-27 11:39:10,,
gp:AOqpTOF8c1GStQXByM0ulWu6AENAkDNqQgtY7h3pfqDypMHIrNz1l5sVUFha-K2U_lCOn1uhiDrovuckfviv6iU,John Kinara,https://play-lh.googleusercontent.com/a-/AOh14GjJpgYRW2Gidpq0Ju-8Sz573sd--0xyH-9vR-4T,Amazing 😂 Raha najipa mwenyewe,5,0,,2022-03-27 11:33:39,,
gp:AOqpTOHTDnVUd_21vx-yzgCVs0vRn_niD2Ef_qleznKtbPoCTaVANbXYqJIPSj3EUH7xymjGqTzsuravg0J6XmY,Chris B,https://play-lh.googleusercontent.com/a/AATXAJzdjPzoInUOsWm3M5UdeU7Z7bo5Ntxibj2B6xXH=mo,I like it,5,0,8.11.1 build 12 40101,2022-03-27 11:25:35,,
gp:AOqpTOE3TU9MJo4PTSu8YhlDMvJpmrbHXTYD4Q9PjmiIk91PoEWuAAqBhBKkrlK-MHU4IeQ_oojEVuU86pvgjk8,Priya Vkook,https://play-lh.googleusercontent.com/a/AATXAJxu4m2tlM96h6kvWnVeIlNkJz_jr0OvQ8l_c_XW=mo,It's so good 👍,5,0,,2022-03-27 11:22:14,,
gp:AOqpTOG7da-Mp_gUg5aZcJOGrC6KLPI9PnIdUJhHHp6FcpzHTu91j5cbAOzhkDm7xUvj6v3i3Ugm3CW_D5EeMgI,Crisiah Cole,https://play-lh.googleusercontent.com/a/AATXAJx2m8pppt8hf6uE0do45Vb7v4ER2-D9TyaePzmx=mo,This app is amzaing it dont lagg you can watch all your movie it just need low down it prices but i still pay them netflix is best git all your favorite movies and tv show download for free,5,0,8.22.1 build 22 40193,2022-03-27 11:18:59,,
gp:AOqpTOEhWdiMV0O4JQoMjwO8gSS-nwE1NVZ1Ib1cDh2ekJw6lIvSjbtgLjvbGo56I-TpTf0Huhfn-FlmVFeVNk0,Flop Jattz Team,https://play-lh.googleusercontent.com/a-/AOh14GgWQkW1eUmmbdIecWyXHiicWqtYR4OBS1JpijbBHg,Good,5,0,8.18.1 build 6 40163,2022-03-27 11:16:02,,
gp:AOqpTOEy1z5HR4Yz1xDE4-f8iocxUlvYsypuhM0Jki6U2Zw1RIIFucV65DCxPRsozClj_xL70CbZxMUBwv89514,ray winkle,https://play-lh.googleusercontent.com/a/AATXAJxrSQIfbUtYkrvIAGT0aJ2QCJkagLcQOOXtMN7W=mo,Its good,5,0,7.71.0 build 9 35074,2022-03-27 11:15:57,,
gp:AOqpTOEjKwRiM80esAKXS9AYSQDYxXq39vjkzLwJvB2vdH-vgte2PfDy5Wx__wkFCJ8SCF14lxJ0CPbBXZnWx2A,Beverly Jackson,https://play-lh.googleusercontent.com/a/AATXAJygX7k0BR5qYWux3QTnzx4EgcbSf4w8HCoeO-Kz=mo,Excellent movies...always up to date.,4,0,8.22.1 build 22 40193,2022-03-27 11:14:37,,
gp:AOqpTOFWiVB1VjsG1G3hton-uodwKCo-mnHwKJQPlJt33-lJaM6hZekch7lvLhBDz-y2-kURvd84whg87vi7CUQ,Lakshmi narayana Kalavathi,https://play-lh.googleusercontent.com/a/AATXAJw6RtHZ_QOTbij34yLF-OIwUkLwdxE3BetVJG2i=mo,Good,4,0,8.22.1 build 22 40193,2022-03-27 11:09:50,,
gp:AOqpTOEVnK-osu3UCNfKeby7Fn3dnpudFPNa9YaeSDUH9zaKI2qxcxxUHh6hcqyizCgMM1AwYZSXiE_6vSYT6O8,Moira Waddingham,https://play-lh.googleusercontent.com/a-/AOh14GjRe3QIlJ4CvUYUVuxDNKXynvuxgIUwmIS9Gcxh,Brilliant.,5,0,8.11.1 build 12 40101,2022-03-27 11:08:01,,
gp:AOqpTOHo3LuvLqI5OSxFydnpT6XW0PV9XeWP7fxzz45OTTpBkSyCLswZYbEgSelX3BiiSx_RzMcDGU-SS-6zFvY,Hussain mahesh Agaldutykar,https://play-lh.googleusercontent.com/a-/AOh14Gg-6S-jk3C0-it61s1ezAoCCA5FHCGEOAXXYFdiLqc,Good,3,0,8.22.1 build 22 40193,2022-03-27 10:55:10,,
gp:AOqpTOHtkywdaCNcCqb72T58--LZoa0da5_-vsr3L_46pUfqU3qcqVdthVi7TGANDXD9YORRcLJzDtgO4igurlo,henry medina,https://play-lh.googleusercontent.com/a/AATXAJwB-r3OF5aDYQjmPf9P1_FYdYmNIl0QhSlpQxdI=mo,"Why are your freezing, it's the only app that stops . Hulu dose not, hbo max does not , Disney or ESPN does not . Youtube loads but once it's loaded, done videos play . Amazon prime , perfect. Paramount plus, very good . Even Peacock has no streaming delays . None of these services want to charge more . Fix you app .",1,0,8.22.1 build 22 40193,2022-03-27 10:52:13,,
gp:AOqpTOEXBSLrd_Xv1cFhbTdKGgRe3vZLJlcVO3FmWvgnaC02O2UvJfj1AeG3xLxAuCx_I-WHplTpxdFxreFuyQI,Madyson Plouffe,https://play-lh.googleusercontent.com/a-/AOh14GixDq4CWJR6Oc8R3iRyiOLk3Se5XHXXlHY3RucU,its ok i only like when you can decide wich way thay go,5,0,8.22.1 build 22 40193,2022-03-27 10:50:34,,
gp:AOqpTOEVn4XeSow6dYpmUjH-wSkZXfBfTcHa01U9S4Oc1YM2Dj7M3XLgooJJRJTa34QTdONUCPBXAVXM-XtrGFc,Edward Chu,https://play-lh.googleusercontent.com/a/AATXAJxZiDCPrUafLvc2Qq8om2np4ytiM13cA12gA4wK=mo,Fantastic,4,0,4.16.7 build 15235,2022-03-27 10:39:20,,
gp:AOqpTOGAyEHFkR9mHdfOY17eNm08KafZ_xmBLpn60mFUD4BkKlrobc5sIM-V-HpVK9l4XiLEYNMDOMiKh8OlzpY,Jennifer Mwihaki,https://play-lh.googleusercontent.com/a/AATXAJz1PimwU_Ue6kPIkylgC2HkiJBBFLCmlO9yeDmx=mo,It's good.,5,0,8.22.1 build 22 40193,2022-03-27 10:27:48,,
gp:AOqpTOGABsD9o81jSiU-8nUMTxJZjkBPJi-K0ePW_h8Z8s5Zfkc-XT9Wxm1IIT58uOLhr2QHTUZ9Fycwa6AvfmY,Zia Ullah,https://play-lh.googleusercontent.com/a/AATXAJznEdXBQU9JtTDpiv3Vw0LjGzXjwEcRpCzMC1ha=mo,Nice app,5,0,,2022-03-27 10:21:26,,
gp:AOqpTOEPGX2ivr3hjl59JtyLCi_mDcrIEbIS67noosKN10CBOq0yq977cS90ZEEv8dHn1vbqKapjxvbUv6db0ko,liz kariuki,https://play-lh.googleusercontent.com/a-/AOh14GiNph5ZstFtOUCzZlyPIeQf10OXxSb_vjyQddPI,Perfect,5,0,,2022-03-27 10:15:07,,
gp:AOqpTOHqHWmNG8Nxlgt6uKCIxvFkhH7oSVaXcJ1i4Q2dK6xEXPme2QzZw0W80nBBQGgjqQNuKGoShC_M_wbTARA,Rebecca Smith,https://play-lh.googleusercontent.com/a/AATXAJwgi1EE1j9KAxgkDZ03ueu2vMvq6Qfjse-xadoZ=mo,Love it,5,0,8.22.1 build 22 40193,2022-03-27 10:14:29,,
gp:AOqpTOE01QMAqA1erYWPcVz2cQipH6_1YlrUkHZaliVH-GxcfSCcta8sEm3rcK_V9rdQ3yHl6MwosKw0XEoqTFI,Alfonso Smith,https://play-lh.googleusercontent.com/a/AATXAJwA89apjP6kg9g0z2ioFzmz8R2_HnsdPMfV6XEh=mo,I have not seen netflix yet but i am sure i like it when i do god bless you all houston txs,5,0,,2022-03-27 10:13:46,,
gp:AOqpTOEMj9UWK7U4avy7BKNK1seF2lHoCAF6Xt4lIoBnQSOejtFKwjf2sJl1tjaCa8ngfQitaBxKtvecCJRqMlc,BASIL OJUKA,https://play-lh.googleusercontent.com/a/AATXAJyHZg4ok1k5fqfzexd1fIylNQMnIJR3Z-RysaRu=mo,"Netflix has always been my best option n day maker, thanks so much the developers. I rank you top",5,0,8.11.1 build 12 40101,2022-03-27 10:13:10,,
gp:AOqpTOHwZyWreYBzPB29DTaPH1ZcQdWt1lwlKiFFtLtAvLNkhY-CH175lRoQSmUYPU7HCjrNjTqh8ooKLxldwA8,Jana Madi,https://play-lh.googleusercontent.com/a-/AOh14GiVxU8r-U7nY_nTJknjyitbxmjAABIJQ9HlvgmJhg,Adore this app,5,0,,2022-03-27 10:12:25,,
gp:AOqpTOG2Qi6CkeLrlxHdPTX_6AGGTlt0iWEZnNQx1lqEFavbKth0gjWdYK95t5NBqZu9zYkhXqLKIAL_PvCdHrc,Favy Hopsyn,https://play-lh.googleusercontent.com/a-/AOh14GgzxFtTbZmCPqJPIhyoyEvMWEcp_jOJcrCAfubL,Wonderful,1,0,8.7.0 build 9 40060,2022-03-27 10:03:42,,
gp:AOqpTOGgaGHKRvvLkFRONs5wMyJyFQrN3Dv6DTBPIesaN9HEXWhrqMNnif2pePqmrWNuYRSQXJ8btvMa18SaMAM,Dharshini Haashini,https://play-lh.googleusercontent.com/a/AATXAJyqGXzacKcf88WXiuDdGmsq1O6nHoPJ-RoC7HWh=mo,"All my favirate dramas, sereis ,movies have the app I realy enjoyed",5,0,8.22.1 build 22 40193,2022-03-27 09:59:29,,
gp:AOqpTOEb5WNQ2g7hby6vrSdIU72lT9WXOsd_ySSBybEKvGGEhEadSJZ713prt31Xu-5C6k9Tuc39zIHHjiDrl00,Michelle Riegel,https://play-lh.googleusercontent.com/a-/AOh14GhmJbM-lfv1WnrLX_izzLqn9URZvH3CmzNFdTXYH1I,Canceled my subscription due to Netflix making cuties. Will not support Child Pronography!!!,1,0,3.2.1 build 1346,2022-03-27 09:57:16,,
gp:AOqpTOFU773T5WwahbqyNMeA5ZqhKZGNnlSjacP1GPp0Ws51Dqb7RwkeGNyNcN7GFJ5JB2bMYsAr5mLOM_R3p54,Dj Bhai,https://play-lh.googleusercontent.com/a/AATXAJwcXzBTqQP1zAD5OumjGVHs2K4RkBdJsuvLALA_=mo,Ok,5,0,,2022-03-27 09:55:36,,
gp:AOqpTOHQFSBKOlHvFlhH7rMlPpIXE_zZowmtdbBj5ejwpqsaz5OnafwaFWRYNMPlHhmYvgGEVt0385fnJTRndZI,Alyzza Nicole T Derona,https://play-lh.googleusercontent.com/a-/AOh14GhSVnFJdoaAwrs-npshhrqMz7LTkfar3mJ-r_ZAPg,Tnx,5,0,8.22.1 build 22 40193,2022-03-27 09:46:28,,
gp:AOqpTOFP-E_yYrnFI18nUf4rIue_R3cbHR_ksa9CnG0DqBFxTz2jwrI6fJqyAn3SgTbRYOhZKXPtm8EQPC8qPus,Evan Wilson Geraldizodfj,https://play-lh.googleusercontent.com/a/AATXAJy6GPAIoJP_TCVRiYy3Vka6I4MfMVkK4vy3BJXa=mo,Its nice,4,0,8.11.1 build 12 40101,2022-03-27 09:44:36,,
gp:AOqpTOGRKl72sI4DrNsQRTb-hrpCfaTgyinL-anjtJrd-DnkZoV95FXH6n3DlwYzcgq1I8y_IVx2wOVDlbLe7gI,Ali Wtdfjs,https://play-lh.googleusercontent.com/a/AATXAJwkg7N_ogatbMMkBpnYIR9RtXj3U8VYfdhJKK0p=mo,Nice app,5,0,8.22.1 build 22 40193,2022-03-27 09:43:11,,
gp:AOqpTOFT6DePEPfLQYtejzzfwG-xrTP-zkA1W6FycrdP8mc7NdB5G6R4UK9HOVDsT1MKVoipSU0KwkxuteQF8Cg,Tanushree Nath,https://play-lh.googleusercontent.com/a-/AOh14Gjqt9sTq3zziVRjPUnqOLhKKYEAMwvr8MfXBTvM-A,It's not working. And it's been 2 days please do something,1,0,8.10.0 build 11 40089,2022-03-27 09:38:28,,
gp:AOqpTOFB1LNmGeGuMIAdQn5CnHtUN5XJN1PzTGW8U63wker1islQDDZMtpd8NsdzxTm2yrd7A3GOuJZ6YZsSCPQ,Robert Finlayson,https://play-lh.googleusercontent.com/a-/AOh14Gi9mvkexAocy2J1VWc6KuHniH4jsJhDLGFKUGYP,Excellent,5,0,8.22.1 build 22 40193,2022-03-27 09:29:56,,
gp:AOqpTOHY0XvUXwTiQXaDT4rFdgTC6jk25rB7R_Aq_z9LGx22IXqOqwu3JSAm35869I24eOKA1FejnpQNBqHcZkk,MUCHATONGWA MASIYAMBIRI,https://play-lh.googleusercontent.com/a/AATXAJzAvEv-OPZRFZP3B7pI1eJMe17IOAwiERp3WE1e=mo,Good,5,0,8.22.1 build 22 40193,2022-03-27 09:07:25,,
gp:AOqpTOERFGseKwq-WO8QZZWcHm0InfD_8d10PfPxDJcCDE32tkkwUfogICXCF1oP0mPxauSwbV74dQkBc0pI2aU,George Mungara2,https://play-lh.googleusercontent.com/a-/AOh14Gi5lLQDD-TNdzWdWbwXN54HbqANCZWc4fReJgq0,Really amazing app,4,0,,2022-03-27 08:58:21,,
gp:AOqpTOHSt6_DyyoHo_KTbi61Gd6V171NXSGpeQRLTRmBAqhSc3PAf8RWqecNZXgQMmH3whCfuXEh2eRTaQ0eI1Y,Loise Ondari,https://play-lh.googleusercontent.com/a/AATXAJwh1a8e6mfp-usuwR9BNLHMblCdpBMU5D7Imax6=mo,This app is so good it's just that it brings u back from where u were,4,0,8.22.1 build 22 40193,2022-03-27 08:57:22,,
gp:AOqpTOGuUoMA7DUurpe54KatYzg32yBnWGPb--5cL4CmJpE8xIVT7O1iBx9tTZ9RvTnJUGhN_csy5jEmQk0iaO0,Bakhtavar Malik,https://play-lh.googleusercontent.com/a/AATXAJztWi0WHEvePIv12o5B1MsEETxz-5hoG8RD6KwX=mo,Nice because it very,5,0,,2022-03-27 08:57:12,,
gp:AOqpTOFirMgoeWQTsN1fpoWEPVFZrdMPdGzg0ILT_tOYGsdwnppfzGIDsLRDVWZh5hWQMurYyz5U37HqMt7c_Vs,John Owala,https://play-lh.googleusercontent.com/a/AATXAJxk1c8YcifatvoTvy5EQRu8VEM7N4uqYbgslitd=mo,Nice,5,0,,2022-03-27 08:55:08,,
gp:AOqpTOGYenFpG6uVTQrQzwxFAHP_PSxr8mxN66GN7d_-8HF0G1zv1yQ50DE2NkjGwCfusGEPqWu0UItFfYEtKQg,Neo Lijo,https://play-lh.googleusercontent.com/a/AATXAJz60QkXxlQ5b7akCxyydNawI_cpPAd3Ca6LKZXU=mo,Netflix is an awesome because you are able to binge any show praise Netflix 👏,5,0,8.22.1 build 22 40193,2022-03-27 08:43:45,,
gp:AOqpTOEbYY2S4x64OpEGlH5TLqhML55i3IDTcnEdUcei_uMBJrTWLQfvaDQsabvvzioAH3tdk8nCTLs2uwcd5XY,Razap Ilit,https://play-lh.googleusercontent.com/a-/AOh14Gi5gB6o5KI9Sia_Z0N5EJdRfUWJ2O_Zx1_xwWrLcA,Really good,5,0,,2022-03-27 08:43:02,,
gp:AOqpTOEP0hCCjUwOeOsKjO6JfZFoPht9zhNsThszXlPm8oN-QC4HSUPObXBrMSyvJ5PVHUooRA8BiU7OW5zleXs,Denise Ware,https://play-lh.googleusercontent.com/a/AATXAJxWO86iFYTfAC2DPTrHdDy9lswSSHre-NUwlWFa=mo,It want let me in,5,0,8.22.1 build 22 40193,2022-03-27 08:37:18,,
gp:AOqpTOHJ9PJgEQlvkaeNF9XcsOST5a-Zak1slWKVUj5tuIrCk6SFK7E_pFfBm6H7pdHNkLartuJT_H9HPn4AU1k,Lisalo Malilo,https://play-lh.googleusercontent.com/a-/AOh14Gi7BNX9nDPAmWPl4qDczxScGyi4ECQkE-ME1nKQ,It's an amazing app,5,0,,2022-03-27 08:32:58,,
gp:AOqpTOGwCnAEAMBFQlQwvwx9tMQFn0hKnn4qRkRxtg_yaofIMrM9YzqXVtoI2QY1a3MZTfKWFIDk-b3MqLPQNHI,Gopinathan Tallasery,https://play-lh.googleusercontent.com/a/AATXAJys9eHO72uOWo7LGODmy90UPWHDHaavlu_-4hSx=mo,Altogether a pleasant experience.,5,0,8.21.1 build 12 40185,2022-03-27 08:32:32,,
gp:AOqpTOG4s6XPLYqmezzZcFjltAIzWmXbS8kmDN_xv0AyzAu-JDlD8kWdkatmhkGAg-JBlqgCVlgyJF7A_2US8V8,Äṛṅöḷḋ Ṁäḅḷë,https://play-lh.googleusercontent.com/a/AATXAJxq3N4__TzDwgBc28bQ0hF-0hBuo_T2sZLnCC3n=mo,So good,5,0,,2022-03-27 08:31:48,,
gp:AOqpTOF7bt22piTM9JY8Pug-O82dgL94RP0DK27V7-NmgQdQkDuWXm9zv0kmx01tGbkBjEw2PwmxQKJKSW_Abdg,Mwabe Tahlyah,https://play-lh.googleusercontent.com/a/AATXAJwvxY5xus1sfng44RZoDQK2SVq1jjq_611UMSox=mo,Great,5,0,8.22.1 build 22 40193,2022-03-27 08:31:34,,
gp:AOqpTOGIefeUj9Wv_Q89jrZLsCsQkFAuKk2WV-kuGWVXPSZgJG9CwWVSxVT_3kDfGFETRG99xN_iQeorn5N5n9g,Justin Hines,https://play-lh.googleusercontent.com/a/AATXAJwgGy0iZUFgWX7dALU6tpbYMj4hqAP_YRSzWGSt=mo,Over priced and they act like a cellphone plan in 1999 bills jumping up and never the same,1,0,8.5.0 build 14 40044,2022-03-27 08:31:07,,
gp:AOqpTOF5qsUfw4z7xeD1Mr_aIr5-XCXF6UZIPG0t9o-MuK5ax80xmetg0WBSEM9t5gTy8C1KBNxgn6CQ1u7GmKA,Gunjan Chauhan,https://play-lh.googleusercontent.com/a-/AOh14GjxTxOOUztLVd3BFkhGFJh6-eBYGIOxqu4de1FBow,Good,5,0,,2022-03-27 08:20:07,,
gp:AOqpTOFeu6Hh6S7U0YEf8p_39DpTFoyrjdG53Z4FxyaOmE71cGYrbPljHao7OoZ_E4mnBDAP2GA7fgNj-iSL_Bs,Mario Mandaty,https://play-lh.googleusercontent.com/a-/AOh14GhT6kKqbr_ne-Pqz9NIvAweVVbKcCxnItqYY3ON,Thanks for sharing. Enjoy it,5,0,8.11.1 build 12 40101,2022-03-27 08:19:23,,
gp:AOqpTOGLyEGPpUCERSfX0r7mqE7Wy3ZEuCZdXwwJGORV99l9a4WCE3LCylgcb40gHSmBsxd8KAnIa5sDQST_Byo,Rani Yesupogu,https://play-lh.googleusercontent.com/a/AATXAJyqqUr-4Tmnqu-JQkt9cRZ3uTB13bQQgGpgMj-L=mo,Satisfactory,3,0,,2022-03-27 08:17:22,,
gp:AOqpTOGEc-sLSpV-6xnmJFL4aL1OtB2--Cl1M8OThaZ0ymxTQuO_TTozetujIHhUgUQT_gZTFvlhMJHgy3K7zbk,Aditya Rajesh,https://play-lh.googleusercontent.com/a-/AOh14GgLchBkrHUIknuMNnnp4vuNOMu-bQ_ywzUgja-YSg,Amazing app. The only thing is that these people should compromise anything without the video quality.,5,22,8.9.1 build 14 40080,2022-03-27 08:11:27,,
gp:AOqpTOGHwbxCY_1JVh5aHxqEHqEt5y6vScnaH5MI5PS9m4b0N7qICCCH5kTaVw8JcpAszo9Kmgy7pYUUoUffomE,Fahmida Afrin,https://play-lh.googleusercontent.com/a-/AOh14GiYyqyri1IotjObgIll_DsAX-78vmtxyg3Obbkq,"Filter option was great, but not available in the new version",3,0,8.22.1 build 22 40193,2022-03-27 08:02:35,,
gp:AOqpTOHJqy2vDGg16_1b3EHo7NkN2gLrCvLoB77o09LJkwwM5LAQWpxQvk-8X1KVgb9YbXfLa2z9ecV70hY2LsU,Abhilasha Jha,https://play-lh.googleusercontent.com/a/AATXAJxLsZLVzZe9tHCyOcqWfos38Lr_UH4JBcoxl9CX=mo,Not opening its shows a clear white screen....fix it please,1,0,8.22.1 build 22 40193,2022-03-27 08:00:56,,
gp:AOqpTOGSnLegi8qvT59AjjcEnGY5kCIBcszeO7egxcHU2M4Hz4ms5lrz1pjurdh1MwKXwfvMnAMVKYsvGdSFLiM,Nancy Muthoni,https://play-lh.googleusercontent.com/a/AATXAJwPktee7PcBH7QpdmSjxOwMcITpFxNIlk3UgmMi=mo,Great,5,0,8.11.1 build 12 40101,2022-03-27 07:54:47,,
gp:AOqpTOFHmYBexhvutKAVYYI-sxQPGVNMpruqFD7ThgFH6MaysnKaLkJu3pW8par5CBRE_Fes0z5loG4rafOYFFA,M O A R A N G H A E,https://play-lh.googleusercontent.com/a-/AOh14GhPu_H5iQ7eAJnyQakAem_AYcXFAlaaysLJmYPX0Q,You better make Inuyasha opening 1 become the original one 🙂🙂🙂,1,0,8.22.1 build 22 40193,2022-03-27 07:48:01,,
gp:AOqpTOGXxFP1HY14F8EIPh_Z389E7-aQuU4Ym3vJZOm1gh-pr9wuJnMUK9f9dsu7D71iuqzCyOu9NPHHmB-Q1GU,poonamdas rao,https://play-lh.googleusercontent.com/a-/AOh14GhAq0_LvxWE2FaOi4T8J3okkN_TQmDdJbBcXWou_l8,If you want Indian audiences to take subscription you have to add filter with lock system above 18+ and below. Then see your progress graph,3,0,8.22.1 build 22 40193,2022-03-27 07:46:11,,
gp:AOqpTOGKFPgRaIFH_Ac6h2SYFLGrYl_V6Oa9Db3bVG8ixxKxm_T9vzi8lYYLC1e3vlxFg2e21H5Spqh-BBqWTGE,Lawrence Hobart,https://play-lh.googleusercontent.com/a-/AOh14GhIEyajbb1X3XmNCpH-z5yWTpt_EGNBtL6qOD3VLg,"Lots of room for improvement, like classics like South Park, and quite limited, so we also use Stan, prime and YTP. Not bad value for money. Not amazing.",3,0,8.22.1 build 22 40193,2022-03-27 07:44:30,,
gp:AOqpTOENoXlCItBEFC9nCtpx09VEJKWp1gOVmXTWyg2MKMDezWVfmT7X1TrNrfhcRzbtgzqoCGAcBv14r8tP_R0,Ajit Beri,https://play-lh.googleusercontent.com/a-/AOh14GhVmrxaYcSaczA-Zsda-YRWhAXss73FG6DNmRHZePo,Good,5,0,8.22.1 build 22 40193,2022-03-27 07:37:23,,
gp:AOqpTOER_JFy43B1qV9k8LiJO1DahloJUxsBQKGzHda-TCu04xERxisdzh70THq44hzvvFZJGWUooIPbwhXUoVE,Mohamed Saad Ali,https://play-lh.googleusercontent.com/a-/AOh14Gh1dG1u_np7uZUlzFdiWo_71rTstoSlWAEgJ2Cj,Awesome,5,0,8.21.1 build 12 40185,2022-03-27 07:35:51,,
gp:AOqpTOHdWMpEmnIsxoQ6i6I26712qKyhS9FOT8FXmfhs48QiSWRUYRP-SK61QHM_jMu0l7F5u94OE0h74bCFHZg,Lence Stojmenovic,https://play-lh.googleusercontent.com/a-/AOh14GhKgPEJ0fnenKfKBwctEtTPVuEbyDpRQL6QVPruqw,People call everything app these days. Cant cast on 3 y old tv lol.,1,0,8.21.1 build 12 40185,2022-03-27 07:19:01,,
gp:AOqpTOE786CLhqsrma2JKXAKhTyH3-EnMwKPoyXc2TqArqbz0KOtthwbPh3fQCfQteYgTFQ3j32rfhU5O1cRZGc,wairimu nimo,https://play-lh.googleusercontent.com/a/AATXAJyBEPI1z1Ki357KoA1Bsw_rn81N6kSFU52uVwFp=mo,Awesome,5,0,8.22.1 build 22 40193,2022-03-27 07:03:26,,
gp:AOqpTOG_FW8IfB7EU8r68cgP1MdCrSGNwJi5ubgD4QUWCa65wpWP37eljQhYIpvjsCgayhM2vjspHZ7JzGLxe14,Napamba Caroline,https://play-lh.googleusercontent.com/a/AATXAJzsJTEpjKlKpSbpEDLkp6rxYfox7z1H8C7JwhkU=mo,Not so bad,3,0,,2022-03-27 06:50:57,,
gp:AOqpTOEUCKKc_PgEKDyIgW7h7ryxST7N5WXDrueudOPQiu48y7khI57FxLgFM56sXyQ2Qtn4Q8a4ntrcS4kGnV4,Aldina Watson,https://play-lh.googleusercontent.com/a-/AOh14GjGo52G5wIUByg53FH3bOL9UvVYfyIT67rk7b18,Wonderful variety of kids movies and I love it,5,0,8.21.1 build 12 40185,2022-03-27 06:45:18,,
gp:AOqpTOFVzurS6AMQPzgvuSslyJT5OtXRXCoiifCdI2pYfZZQRpg19MP7VG-dVoJGUVSvJ6w7vLiEBnk79oyaheM,Balaji Sambhale,https://play-lh.googleusercontent.com/a/AATXAJyfFN_bsih9IEljyt6hPhVHl0_s3T7U4uWV3WVT=mo,Ok,5,0,7.106.0 build 6 35489,2022-03-27 06:31:39,,
gp:AOqpTOEiQH5QlqMOJKwrfW9zsFFXVSxkonm_VhwKYht4Hw1MzIe6pFEhIaIMFZFA3NfC2z1vZTlPxolHL1Q7iak,Kurt Bessick,https://play-lh.googleusercontent.com/a/AATXAJzxeyuRtgkReZIXA-KO_Od6sCPResi8aS9amZUx=mo,Awesome,5,0,8.22.1 build 22 40193,2022-03-27 06:28:51,,
gp:AOqpTOFHsKD-IuuS5O8vknBZDuEgBbHx84gYsQGNYfn2q5XXKrk7MFHkFzz2hgX3I2QgyF3GQPpN4lzHRjVSk8c,Asher Chingz,https://play-lh.googleusercontent.com/a/AATXAJzDArctQtunfgZ-BtVij3c4Hg_L2ym0YgM9WaGb=mo,I love this application,5,0,,2022-03-27 06:24:58,,
gp:AOqpTOEOwDvtdEqa7lILrGoerJ0_Cv3nTGvjvPIFczMnne1KrKwA4jB7JTKGvtZ1z_ws7noWLQGTR21KD623WZo,Prince Swain,https://play-lh.googleusercontent.com/a/AATXAJzNpy_N18w_ZC8kShH-wdmESmSGi1k8n0_RWB7Jmg=mo,Best OTT app ever,5,0,8.22.1 build 22 40193,2022-03-27 06:11:47,,
gp:AOqpTOFtUvZ2SoQrglmzDPGHXnTWzGksPcadMEekyZBQwLBYxtnp7KY8KKS8ttKDt6pet6XnXiVbZVZOdtkFNCI,Victor Muturi,https://play-lh.googleusercontent.com/a-/AOh14GidowZ9OBoxaA45Gb2r5NBv5okfu1ipKC2ZzKyc,I love it never disappoint,5,0,8.22.1 build 22 40193,2022-03-27 06:11:07,,
gp:AOqpTOF4tTLU2494DL1g-637u3CtJQ0ttJeM66aUe4PXRrciOmbtH2WFwX2Vu8R3NcicubtrHo1FCLwK1LQFsuc,Robert Collins,https://play-lh.googleusercontent.com/a/AATXAJyFqr_esEMl05gze2ySboRElImw2pp3mX1oF0OF=mo,vikings English original is not working properly please fix,5,0,8.22.1 build 22 40193,2022-03-27 06:10:20,,
